transaction_id,player_id,transaction_date,transaction_type,amount,payment_method,notes
1200,100176.0,2026-01-17,withdrawal,5.0,Bank Transfer,
1201,100176.0,2026-01-18,deposit,119.22,Bank Transfer,
1202,100176.0,2026-02-17,deposit,121.31,Bank Transfer,
1203,100177.0,2026-01-02,withdrawal,229.16,Card,
1204,100177.0,2026-01-04,deposit,414.01,Bank Transfer,
1205,100177.0,2026-01-07,withdrawal,331.84,Bank Transfer,
1206,100177.0,2026-01-16,deposit,892.47,Crypto,
1207,100177.0,2026-01-18,deposit,577.99,E-Wallet,
1208,100177.0,2026-01-21,deposit,1868.3,E-Wallet,
1209,100177.0,2026-01-22,deposit,559.18,E-Wallet,
1210,100177.0,2026-01-22,withdrawal,342.47,Bank Transfer,
1211,100177.0,2026-01-24,deposit,395.22,E-Wallet,
1212,100177.0,2026-01-24,withdrawal,187.39,Crypto,
1213,100177.0,2026-01-26,deposit,400.77,Crypto,
1214,100177.0,2026-02-07,deposit,241.06,E-Wallet,
1215,100177.0,2026-02-09,deposit,690.9,E-Wallet,
1216,100177.0,2026-02-09,deposit,453.83,Crypto,
1217,100177.0,2026-02-10,withdrawal,43.11,E-Wallet,
1218,100177.0,2026-02-17,withdrawal,74.6,Crypto,
1219,100177.0,2026-02-22,deposit,641.43,Bank Transfer,
1220,100177.0,2026-02-22,deposit,434.08,Card,
1221,100177.0,2026-02-22,withdrawal,100.84,Card,
1222,100177.0,2026-02-23,deposit,364.93,Card,
1223,100177.0,2026-02-23,withdrawal,456.46,E-Wallet,
1224,100177.0,2026-02-24,deposit,1163.49,Card,
1225,100177.0,2026-03-07,deposit,203.46,Bank Transfer,
1226,100177.0,2026-03-07,withdrawal,615.85,Crypto,
1227,100177.0,2026-03-08,deposit,920.79,Bank Transfer,
1228,100177.0,2026-03-11,deposit,157.01,Crypto,
1229,100177.0,2026-03-18,deposit,517.09,Card,
1230,100177.0,2026-03-19,deposit,374.76,Card,
1231,100177.0,2026-03-19,deposit,402.26,Bank Transfer,
1232,100177.0,2026-03-20,deposit,190.81,Crypto,
1233,100177.0,2026-03-21,deposit,491.85,Crypto,
1234,100177.0,2026-03-24,deposit,204.17,Card,
1235,100177.0,2026-03-25,deposit,232.64,Bank Transfer,
1236,100177.0,2026-03-29,deposit,309.89,Crypto,
1237,100178.0,2026-01-03,deposit,76.21,Crypto,
1238,100178.0,2026-01-06,withdrawal,24.95,Crypto,
1239,100178.0,2026-01-23,deposit,184.91,Bank Transfer,
1240,100178.0,2026-02-04,deposit,62.32,E-Wallet,
1241,100178.0,2026-02-08,deposit,14.8,E-Wallet,
1242,100178.0,2026-02-12,deposit,55.21,Bank Transfer,
1243,100178.0,2026-02-27,deposit,39.52,Crypto,
1244,100178.0,2026-03-21,deposit,25.41,Crypto,
1245,100178.0,2026-03-21,deposit,72.59,Bank Transfer,
1246,100179.0,2026-03-11,deposit,18.01,Bank Transfer,
1247,100179.0,2026-03-11,withdrawal,45.49,Card,
1248,100180.0,2026-01-14,deposit,52.12,Crypto,
1249,100180.0,2026-01-15,deposit,173.22,Card,
1250,100180.0,2026-03-17,deposit,107.55,Crypto,
1251,100180.0,2026-03-22,deposit,40.22,Crypto,
1252,100180.0,2026-03-27,deposit,24.51,Bank Transfer,
1253,100182.0,2026-01-01,withdrawal,47.85,E-Wallet,
1254,100182.0,2026-01-03,deposit,41.51,Card,
1255,100182.0,2026-01-03,withdrawal,48.19,Crypto,
1256,100182.0,2026-01-03,deposit,279.49,Bank Transfer,
1257,100182.0,2026-01-03,withdrawal,90.79,E-Wallet,
1258,100182.0,2026-01-10,deposit,104.78,E-Wallet,
1259,100182.0,2026-01-15,deposit,93.31,E-Wallet,
1260,100182.0,2026-01-19,deposit,25.7,Card,
1261,100182.0,2026-01-20,deposit,170.37,Card,
1262,100182.0,2026-01-23,deposit,50.08,Crypto,
1263,100182.0,2026-01-26,deposit,61.15,Bank Transfer,
1264,100182.0,2026-01-29,deposit,18.2,Crypto,
1265,100182.0,2026-01-29,deposit,264.8,Bank Transfer,
1266,100182.0,2026-02-04,deposit,10.0,Card,
1267,100182.0,2026-02-15,deposit,109.35,Card,
1268,100182.0,2026-02-16,withdrawal,40.49,Crypto,
1269,100182.0,2026-02-17,deposit,134.74,Crypto,
1270,100183.0,2026-02-16,deposit,106.59,Crypto,
1271,100183.0,2026-02-18,deposit,191.48,E-Wallet,
1272,100183.0,2026-02-18,deposit,35.34,E-Wallet,
1273,100183.0,2026-03-29,deposit,62.0,Crypto,
1274,100184.0,2026-01-04,deposit,64.75,E-Wallet,
1275,100184.0,2026-01-12,deposit,114.57,Bank Transfer,
1276,100184.0,2026-01-13,deposit,120.61,Crypto,
1277,100185.0,2026-02-18,deposit,34.69,Card,
1278,100185.0,2026-02-18,withdrawal,45.21,Bank Transfer,
1279,100186.0,2026-01-23,withdrawal,123.75,E-Wallet,
1280,100186.0,2026-01-23,deposit,255.63,Card,
1281,100186.0,2026-02-21,deposit,18.91,E-Wallet,
1282,100188.0,2026-01-12,deposit,34.05,E-Wallet,
1283,100188.0,2026-01-13,deposit,144.93,Crypto,
1284,100188.0,2026-01-20,deposit,60.19,E-Wallet,
1285,100188.0,2026-01-21,deposit,65.81,E-Wallet,
1286,100189.0,2026-03-21,deposit,108.06,Crypto,
1287,100190.0,2026-01-10,deposit,20.17,E-Wallet,
1288,100192.0,2026-01-02,deposit,10.0,Bank Transfer,
1289,100192.0,2026-01-03,deposit,290.8,Crypto,
1290,100192.0,2026-01-03,withdrawal,9.47,Bank Transfer,
1291,100192.0,2026-01-11,deposit,135.25,Bank Transfer,
1292,100192.0,2026-01-15,deposit,97.31,Bank Transfer,
1293,100192.0,2026-01-20,deposit,73.79,E-Wallet,
1294,100192.0,2026-02-05,deposit,15.77,Bank Transfer,
1295,100192.0,2026-02-07,deposit,164.76,Card,
1296,100192.0,2026-02-16,deposit,142.39,Bank Transfer,
1297,100192.0,2026-02-19,deposit,89.08,Card,
1298,100192.0,2026-02-28,deposit,100.19,Crypto,
1299,100192.0,2026-03-02,deposit,100.29,Card,
1300,100192.0,2026-03-27,withdrawal,17.59,Crypto,
1301,100193.0,2026-01-05,withdrawal,63.86,Bank Transfer,
1302,100193.0,2026-01-05,withdrawal,25.79,Bank Transfer,
1303,100193.0,2026-01-28,deposit,87.33,Bank Transfer,
1304,100193.0,2026-03-07,deposit,183.45,Card,
1305,100193.0,2026-03-07,withdrawal,100.11,Bank Transfer,
1306,100194.0,2026-01-06,deposit,76.02,Crypto,
1307,100194.0,2026-01-13,deposit,75.62,E-Wallet,
1308,100194.0,2026-01-24,deposit,57.26,E-Wallet,
1309,100194.0,2026-02-15,withdrawal,12.01,Card,
1310,100194.0,2026-03-24,deposit,142.94,Crypto,
1311,100194.0,2026-03-27,withdrawal,76.03,Bank Transfer,
1312,100196.0,2026-01-04,deposit,149.92,Bank Transfer,
1313,100196.0,2026-01-10,deposit,22.34,E-Wallet,
1314,100196.0,2026-01-19,deposit,125.5,Card,
1315,100196.0,2026-01-19,deposit,23.34,Bank Transfer,
1316,100196.0,2026-01-20,deposit,128.47,Card,
1317,100196.0,2026-01-27,deposit,61.31,Crypto,
1318,100196.0,2026-02-06,deposit,123.22,Crypto,
1319,100196.0,2026-02-06,withdrawal,14.35,Crypto,
1320,100196.0,2026-02-17,deposit,70.18,Crypto,
1321,100196.0,2026-02-17,deposit,125.58,Card,
1322,100196.0,2026-02-23,deposit,35.33,Bank Transfer,
1323,100196.0,2026-03-05,deposit,139.32,Bank Transfer,
1324,100196.0,2026-03-14,withdrawal,47.49,E-Wallet,
1325,100196.0,2026-03-17,deposit,99.79,E-Wallet,
1326,100196.0,2026-03-19,deposit,126.88,Card,
1327,100198.0,2026-02-12,deposit,181.54,Bank Transfer,
1328,100199.0,2026-03-13,deposit,10.0,Bank Transfer,
1329,100199.0,2026-03-17,deposit,81.27,Card,
1330,100200.0,2026-03-02,withdrawal,187.59,Crypto,
1331,100200.0,2026-03-10,deposit,122.45,E-Wallet,
1332,100200.0,2026-03-10,withdrawal,21.46,Bank Transfer,
1333,100201.0,2026-03-20,deposit,50.2,E-Wallet,
1334,100201.0,2026-03-20,withdrawal,40.95,Bank Transfer,
1335,100201.0,2026-03-20,withdrawal,154.06,Card,
1336,100202.0,2026-02-22,deposit,109.04,Bank Transfer,
1337,100203.0,2026-01-01,withdrawal,63.37,Crypto,
1338,100203.0,2026-01-06,deposit,13.99,Bank Transfer,
1339,100203.0,2026-02-03,withdrawal,11.46,Crypto,
1340,100203.0,2026-02-07,deposit,56.67,Card,
1341,100203.0,2026-02-09,deposit,121.16,Crypto,
1342,100203.0,2026-02-09,withdrawal,27.61,Crypto,
1343,100203.0,2026-02-12,deposit,286.63,Bank Transfer,
1344,100203.0,2026-02-12,withdrawal,29.17,Card,
1345,100203.0,2026-02-12,deposit,104.21,Crypto,
1346,100203.0,2026-03-27,deposit,17.0,Card,
1347,100203.0,2026-03-30,deposit,29.89,Card,
1348,100204.0,2026-03-07,deposit,151.66,Bank Transfer,
1349,100204.0,2026-03-07,deposit,162.15,Crypto,
1350,100206.0,2026-01-16,deposit,140.79,Card,
1351,100206.0,2026-02-12,deposit,94.31,Card,
1352,100206.0,2026-02-26,withdrawal,9.79,E-Wallet,
1353,100206.0,2026-03-10,withdrawal,118.09,Crypto,
1354,100207.0,2026-03-15,deposit,51.18,Bank Transfer,
1355,100209.0,2026-03-10,withdrawal,116.91,Crypto,
1356,100210.0,2026-01-22,deposit,71.42,Crypto,
1357,100210.0,2026-01-22,deposit,44.17,Bank Transfer,
1358,100210.0,2026-02-28,deposit,44.93,Crypto,
1359,100211.0,2026-01-24,deposit,185.57,Crypto,
1360,100211.0,2026-01-31,withdrawal,54.19,Card,
1361,100211.0,2026-01-31,deposit,150.11,Crypto,
1362,100211.0,2026-01-31,deposit,77.65,E-Wallet,
1363,100211.0,2026-02-05,withdrawal,62.87,E-Wallet,
1364,100211.0,2026-02-12,deposit,32.71,Crypto,
1365,100211.0,2026-02-15,deposit,49.09,Crypto,
1366,100211.0,2026-02-21,deposit,116.69,Card,
1367,100211.0,2026-03-21,deposit,72.79,Card,
1368,100211.0,2026-03-28,deposit,31.93,Bank Transfer,
1369,100211.0,2026-03-31,withdrawal,27.64,E-Wallet,
1370,100212.0,2026-01-04,withdrawal,14.01,Card,
1371,100212.0,2026-02-15,withdrawal,57.95,E-Wallet,
1372,100213.0,2026-01-31,deposit,84.64,Bank Transfer,
1373,100213.0,2026-02-04,deposit,119.19,E-Wallet,
1374,100213.0,2026-03-19,deposit,149.32,Card,
1375,100214.0,2026-01-25,deposit,249.05,Bank Transfer,
1376,100214.0,2026-01-25,deposit,166.0,Card,
1377,100214.0,2026-02-13,deposit,123.11,Crypto,
1378,100215.0,2026-01-15,deposit,43.63,Card,
1379,100215.0,2026-03-30,deposit,20.24,Bank Transfer,
1380,100216.0,2026-02-04,withdrawal,70.43,E-Wallet,
1381,100217.0,2026-01-30,deposit,182.9,Card,
1382,100218.0,2026-01-06,deposit,145.17,Bank Transfer,
1383,100218.0,2026-01-11,deposit,91.28,Bank Transfer,
1384,100218.0,2026-01-29,deposit,17.81,Bank Transfer,
1385,100218.0,2026-02-04,deposit,111.29,Card,
1386,100219.0,2026-01-07,deposit,26.74,E-Wallet,
1387,100219.0,2026-03-06,deposit,116.42,Bank Transfer,
1388,100219.0,2026-03-09,withdrawal,43.27,E-Wallet,
1389,100219.0,2026-03-15,deposit,35.7,Card,
1390,100219.0,2026-03-21,deposit,27.46,Card,
1391,100219.0,2026-03-29,withdrawal,44.69,E-Wallet,
1392,100220.0,2026-03-30,deposit,22.21,Crypto,
1393,100221.0,2026-01-06,deposit,64.68,Card,
1394,100221.0,2026-01-12,deposit,62.98,Bank Transfer,
1395,100221.0,2026-01-17,withdrawal,41.03,E-Wallet,
1396,100221.0,2026-01-18,deposit,41.52,Bank Transfer,
1397,100221.0,2026-01-20,deposit,44.38,Bank Transfer,
1398,100221.0,2026-01-23,withdrawal,209.94,Bank Transfer,
1399,100221.0,2026-01-23,deposit,34.34,E-Wallet,
1400,100221.0,2026-01-28,deposit,40.17,Crypto,
1401,100221.0,2026-01-31,withdrawal,38.36,Card,
1402,100221.0,2026-02-11,withdrawal,86.36,Crypto,
1403,100221.0,2026-02-12,withdrawal,119.27,E-Wallet,
1404,100221.0,2026-02-15,deposit,198.98,Crypto,
1405,100221.0,2026-02-17,deposit,32.41,E-Wallet,
1406,100221.0,2026-02-19,deposit,37.69,Bank Transfer,
1407,100222.0,2026-01-18,deposit,123.99,Crypto,
1408,100222.0,2026-01-31,deposit,92.18,Crypto,
1409,100222.0,2026-02-02,deposit,83.43,Card,
1410,100222.0,2026-02-03,deposit,40.01,Bank Transfer,
1411,100222.0,2026-02-03,deposit,52.03,E-Wallet,
1412,100222.0,2026-02-04,deposit,177.88,Card,
1413,100222.0,2026-02-12,deposit,27.12,Card,
1414,100222.0,2026-02-28,deposit,66.06,Card,
1415,100222.0,2026-03-04,deposit,128.26,E-Wallet,
1416,100222.0,2026-03-09,deposit,43.28,E-Wallet,
1417,100222.0,2026-03-19,withdrawal,100.55,E-Wallet,
1418,100223.0,2026-01-23,withdrawal,28.94,Card,
1419,100224.0,2026-01-12,deposit,78.56,Crypto,
1420,100224.0,2026-01-20,deposit,52.72,Crypto,
1421,100224.0,2026-01-20,withdrawal,22.06,Card,
1422,100224.0,2026-01-25,deposit,178.75,Card,
1423,100224.0,2026-02-08,withdrawal,70.14,Crypto,
1424,100224.0,2026-02-17,deposit,61.0,Bank Transfer,
1425,100224.0,2026-02-26,withdrawal,14.15,Crypto,
1426,100224.0,2026-02-27,withdrawal,34.76,E-Wallet,
1427,100224.0,2026-03-18,deposit,122.92,Bank Transfer,
1428,100224.0,2026-03-30,deposit,10.0,Crypto,
1429,100226.0,2026-01-02,deposit,345.19,Bank Transfer,
1430,100226.0,2026-01-06,deposit,582.3,Card,
1431,100226.0,2026-01-06,deposit,166.69,Bank Transfer,
1432,100226.0,2026-01-10,withdrawal,62.36,Card,
1433,100226.0,2026-01-12,withdrawal,58.98,Bank Transfer,
1434,100226.0,2026-01-12,withdrawal,325.38,E-Wallet,
1435,100226.0,2026-01-13,deposit,58.71,Card,
1436,100226.0,2026-01-15,deposit,963.85,Card,
1437,100226.0,2026-01-29,withdrawal,541.66,Crypto,
1438,100226.0,2026-02-02,deposit,739.28,Bank Transfer,
1439,100226.0,2026-02-04,deposit,89.51,Crypto,
1440,100226.0,2026-02-09,deposit,116.7,Bank Transfer,
1441,100226.0,2026-02-12,deposit,881.19,E-Wallet,
1442,100226.0,2026-02-17,deposit,366.3,E-Wallet,
1443,100226.0,2026-02-17,deposit,58.95,Card,
1444,100226.0,2026-02-21,deposit,533.29,Crypto,
1445,100226.0,2026-02-22,deposit,254.78,Card,
1446,100226.0,2026-02-24,deposit,93.7,Crypto,
1447,100226.0,2026-02-25,deposit,342.71,Card,
1448,100226.0,2026-02-28,deposit,277.29,Bank Transfer,
1449,100226.0,2026-03-02,deposit,320.56,Crypto,
1450,100226.0,2026-03-02,deposit,57.32,Crypto,
1451,100226.0,2026-03-05,withdrawal,125.58,Bank Transfer,
1452,100226.0,2026-03-06,deposit,277.75,Bank Transfer,
1453,100226.0,2026-03-09,deposit,175.89,Crypto,
1454,100226.0,2026-03-09,deposit,464.94,Card,
1455,100226.0,2026-03-09,withdrawal,482.4,Card,
1456,100226.0,2026-03-16,deposit,782.67,Card,
1457,100226.0,2026-03-16,withdrawal,364.73,Crypto,
1458,100226.0,2026-03-21,deposit,475.96,Crypto,
1459,100226.0,2026-03-21,deposit,289.88,Crypto,
1460,100226.0,2026-03-31,withdrawal,44.02,Bank Transfer,
1461,100227.0,2026-01-06,withdrawal,34.41,Card,
1462,100227.0,2026-03-05,deposit,52.4,Bank Transfer,
1463,100228.0,2026-01-15,deposit,137.24,Card,
1464,100228.0,2026-02-13,deposit,40.31,Crypto,
1465,100229.0,2026-01-03,deposit,36.0,Card,
1466,100229.0,2026-01-23,deposit,10.0,Crypto,
1467,100229.0,2026-02-01,withdrawal,26.39,Crypto,
1468,100229.0,2026-02-02,deposit,94.74,E-Wallet,
1469,100229.0,2026-02-14,deposit,148.57,E-Wallet,
1470,100230.0,2026-01-27,withdrawal,39.41,Bank Transfer,
1471,100231.0,2026-01-16,withdrawal,16.79,Crypto,
1472,100231.0,2026-01-24,withdrawal,37.45,Card,
1473,100231.0,2026-01-24,deposit,201.83,Card,
1474,100231.0,2026-01-31,withdrawal,54.56,Bank Transfer,
1475,100232.0,2026-01-31,deposit,94.21,Bank Transfer,
1476,100232.0,2026-02-16,withdrawal,110.77,Bank Transfer,
1477,100233.0,2026-02-08,withdrawal,37.33,Card,
1478,100234.0,2026-02-21,deposit,52.23,Bank Transfer,
1479,100234.0,2026-03-04,deposit,174.05,Card,
1480,100236.0,2026-01-03,deposit,72.19,Card,
1481,100236.0,2026-01-03,withdrawal,33.91,E-Wallet,
1482,100236.0,2026-01-04,deposit,135.87,Card,
1483,100236.0,2026-02-23,deposit,27.55,Bank Transfer,
1484,100236.0,2026-02-23,withdrawal,54.1,E-Wallet,
1485,100236.0,2026-03-24,deposit,53.35,Crypto,
1486,100236.0,2026-03-24,withdrawal,30.69,Crypto,
1487,100237.0,2026-01-03,withdrawal,512.36,E-Wallet,
1488,100237.0,2026-01-05,deposit,359.42,Card,
1489,100237.0,2026-01-07,deposit,711.6,Crypto,
1490,100237.0,2026-01-08,withdrawal,171.58,Card,
1491,100237.0,2026-01-10,deposit,454.54,Card,
1492,100237.0,2026-01-15,deposit,932.05,Bank Transfer,
1493,100237.0,2026-01-15,withdrawal,170.82,Card,
1494,100237.0,2026-01-16,deposit,478.1,Crypto,
1495,100237.0,2026-02-03,deposit,332.93,Card,
1496,100237.0,2026-02-06,withdrawal,494.56,Card,
1497,100237.0,2026-02-09,deposit,502.02,E-Wallet,
1498,100237.0,2026-02-21,withdrawal,25.81,Bank Transfer,
1499,100237.0,2026-02-22,deposit,370.89,Card,
1500,100237.0,2026-02-28,withdrawal,406.96,Crypto,
1501,100237.0,2026-03-04,deposit,371.34,Crypto,
1502,100237.0,2026-03-04,withdrawal,66.93,Bank Transfer,
1503,100237.0,2026-03-05,withdrawal,118.29,E-Wallet,
1504,100237.0,2026-03-15,withdrawal,231.55,Card,
1505,100237.0,2026-03-23,deposit,76.89,Crypto,
1506,100237.0,2026-03-24,deposit,370.11,Bank Transfer,
1507,100237.0,2026-03-24,withdrawal,25.63,Card,
1508,100239.0,2026-01-01,deposit,183.54,Bank Transfer,
1509,100239.0,2026-01-03,deposit,163.48,Card,
1510,100239.0,2026-01-08,deposit,122.21,E-Wallet,
1511,100239.0,2026-01-11,deposit,224.58,E-Wallet,
1512,100239.0,2026-01-12,deposit,301.51,Card,
1513,100239.0,2026-01-19,withdrawal,285.57,Crypto,
1514,100239.0,2026-01-20,deposit,58.88,Bank Transfer,
1515,100239.0,2026-01-25,deposit,536.13,Bank Transfer,
1516,100239.0,2026-01-29,withdrawal,261.33,Crypto,
1517,100239.0,2026-01-30,deposit,373.72,Bank Transfer,
1518,100239.0,2026-02-01,deposit,976.52,Crypto,
1519,100239.0,2026-02-01,withdrawal,32.5,Crypto,
1520,100239.0,2026-02-11,deposit,304.39,Card,
1521,100239.0,2026-02-12,deposit,367.94,Crypto,
1522,100239.0,2026-02-12,withdrawal,533.41,Card,
1523,100239.0,2026-02-13,deposit,287.88,Card,
1524,100239.0,2026-02-13,withdrawal,152.37,Crypto,
1525,100239.0,2026-02-15,deposit,110.21,Crypto,
1526,100239.0,2026-02-18,deposit,107.19,Crypto,
1527,100239.0,2026-02-24,withdrawal,179.5,E-Wallet,
1528,100239.0,2026-02-26,deposit,1056.11,E-Wallet,
1529,100239.0,2026-02-28,deposit,161.56,Card,
1530,100239.0,2026-03-03,deposit,161.88,Card,
1531,100239.0,2026-03-08,deposit,120.73,Bank Transfer,
1532,100239.0,2026-03-12,deposit,492.11,Crypto,
1533,100239.0,2026-03-19,deposit,336.84,Bank Transfer,
1534,100239.0,2026-03-21,withdrawal,138.8,Crypto,
1535,100239.0,2026-03-29,deposit,131.49,Card,
1536,100239.0,2026-03-31,withdrawal,344.56,Bank Transfer,
1537,100240.0,2026-01-10,deposit,60.56,Crypto,
1538,100240.0,2026-01-15,withdrawal,37.75,E-Wallet,
1539,100240.0,2026-02-11,deposit,152.83,Card,
1540,100241.0,2026-01-25,withdrawal,88.0,E-Wallet,
1541,100241.0,2026-02-10,deposit,46.22,Card,
1542,100242.0,2026-01-10,deposit,228.48,Card,
1543,100242.0,2026-01-29,deposit,57.29,E-Wallet,
1544,100242.0,2026-02-09,withdrawal,18.42,Crypto,
1545,100242.0,2026-02-09,withdrawal,97.26,Bank Transfer,
1546,100243.0,2026-01-02,deposit,145.39,Card,
1547,100243.0,2026-01-14,deposit,52.29,Card,
1548,100243.0,2026-01-16,withdrawal,70.32,E-Wallet,
1549,100243.0,2026-01-19,deposit,23.19,Crypto,
1550,100243.0,2026-01-19,withdrawal,40.06,Bank Transfer,
1551,100243.0,2026-01-21,deposit,33.04,Card,
1552,100243.0,2026-01-23,deposit,26.54,Crypto,
1553,100243.0,2026-01-26,deposit,107.18,Crypto,
1554,100243.0,2026-01-26,withdrawal,23.1,Crypto,
1555,100243.0,2026-02-01,deposit,80.59,Crypto,
1556,100243.0,2026-02-01,withdrawal,23.74,Crypto,
1557,100243.0,2026-02-04,deposit,171.66,Crypto,
1558,100243.0,2026-02-05,deposit,71.38,Card,
1559,100243.0,2026-02-18,deposit,15.89,Card,
1560,100244.0,2026-01-17,deposit,107.08,Bank Transfer,
1561,100244.0,2026-01-23,deposit,110.06,Card,
1562,100244.0,2026-02-09,deposit,46.9,E-Wallet,
1563,100245.0,2026-01-31,deposit,89.37,Crypto,
1564,100246.0,2026-01-22,withdrawal,97.26,E-Wallet,
1565,100247.0,2026-01-04,deposit,392.02,Crypto,
1566,100247.0,2026-01-06,deposit,230.62,Crypto,
1567,100247.0,2026-01-08,withdrawal,74.26,Crypto,
1568,100247.0,2026-01-08,deposit,554.06,E-Wallet,
1569,100247.0,2026-01-08,deposit,1057.34,Crypto,
1570,100247.0,2026-01-13,deposit,322.18,Crypto,
1571,100247.0,2026-01-20,deposit,301.95,Bank Transfer,
1572,100247.0,2026-01-21,withdrawal,375.59,E-Wallet,
1573,100247.0,2026-01-22,deposit,650.55,Crypto,
1574,100247.0,2026-01-25,deposit,926.44,Card,
1575,100247.0,2026-01-26,deposit,174.48,E-Wallet,
1576,100247.0,2026-01-26,deposit,203.42,E-Wallet,
1577,100247.0,2026-01-26,deposit,178.03,Crypto,
1578,100247.0,2026-01-27,deposit,291.98,E-Wallet,
1579,100247.0,2026-01-27,withdrawal,89.03,Bank Transfer,
1580,100247.0,2026-01-28,deposit,185.78,E-Wallet,
1581,100247.0,2026-01-28,deposit,709.99,Crypto,
1582,100247.0,2026-01-28,withdrawal,206.99,E-Wallet,
1583,100247.0,2026-02-05,deposit,583.79,E-Wallet,
1584,100247.0,2026-02-06,deposit,944.58,Crypto,
1585,100247.0,2026-02-08,withdrawal,23.57,Crypto,
1586,100247.0,2026-02-10,deposit,658.22,Bank Transfer,
1587,100247.0,2026-02-10,withdrawal,94.15,Crypto,
1588,100247.0,2026-02-11,deposit,50.64,Card,
1589,100247.0,2026-02-19,deposit,398.98,E-Wallet,
1590,100247.0,2026-02-21,withdrawal,86.13,Bank Transfer,
1591,100247.0,2026-02-24,deposit,448.79,E-Wallet,
1592,100247.0,2026-02-25,deposit,171.17,E-Wallet,
1593,100247.0,2026-02-27,deposit,577.75,Crypto,
1594,100247.0,2026-02-28,deposit,290.64,E-Wallet,
1595,100247.0,2026-02-28,withdrawal,63.47,Bank Transfer,
1596,100247.0,2026-03-04,deposit,204.88,E-Wallet,
1597,100247.0,2026-03-07,deposit,85.64,Card,
1598,100247.0,2026-03-10,deposit,489.49,Bank Transfer,
1599,100247.0,2026-03-10,withdrawal,499.12,E-Wallet,
1600,100247.0,2026-03-13,withdrawal,652.97,Crypto,
1601,100247.0,2026-03-21,deposit,105.32,Bank Transfer,
1602,100247.0,2026-03-23,withdrawal,266.78,E-Wallet,
1603,100247.0,2026-03-25,deposit,152.64,Card,
1604,100247.0,2026-03-27,deposit,288.82,Crypto,
1605,100247.0,2026-03-30,deposit,852.43,Bank Transfer,
1606,100247.0,2026-03-30,withdrawal,68.53,E-Wallet,
1607,100248.0,2026-02-14,deposit,54.18,Bank Transfer,
1608,100248.0,2026-03-26,withdrawal,137.73,E-Wallet,
1609,100250.0,2026-02-28,deposit,198.43,Crypto,
1610,100252.0,2026-02-09,deposit,41.35,Bank Transfer,
1611,100252.0,2026-02-12,deposit,14.79,Card,
1612,100252.0,2026-02-13,deposit,25.18,Crypto,
1613,100253.0,2026-02-26,withdrawal,19.54,Bank Transfer,
1614,100253.0,2026-02-26,deposit,140.77,Card,
1615,100254.0,2026-01-17,withdrawal,82.83,E-Wallet,
1616,100255.0,2026-02-18,withdrawal,167.1,Bank Transfer,
1617,100255.0,2026-02-20,deposit,20.61,Card,
1618,100256.0,2026-03-05,deposit,72.56,Bank Transfer,
1619,100257.0,2026-01-04,deposit,45.3,Crypto,
1620,100257.0,2026-01-10,deposit,62.79,Bank Transfer,
1621,100257.0,2026-01-13,deposit,85.32,E-Wallet,
1622,100257.0,2026-01-17,deposit,170.58,E-Wallet,
1623,100257.0,2026-02-08,withdrawal,110.58,Card,
1624,100257.0,2026-02-10,withdrawal,8.67,Card,
1625,100257.0,2026-02-14,withdrawal,27.9,E-Wallet,
1626,100257.0,2026-02-15,deposit,50.86,Bank Transfer,
1627,100257.0,2026-02-15,withdrawal,14.94,E-Wallet,
1628,100257.0,2026-02-16,withdrawal,56.76,Crypto,
1629,100257.0,2026-02-20,deposit,95.84,Crypto,
1630,100257.0,2026-02-20,withdrawal,170.81,Bank Transfer,
1631,100257.0,2026-02-28,deposit,187.52,Card,
1632,100257.0,2026-03-06,withdrawal,102.53,E-Wallet,
1633,100257.0,2026-03-09,deposit,125.24,E-Wallet,
1634,100257.0,2026-03-09,withdrawal,5.0,Crypto,
1635,100257.0,2026-03-13,deposit,47.53,Crypto,
1636,100257.0,2026-03-15,deposit,34.36,E-Wallet,
1637,100257.0,2026-03-27,deposit,109.3,Bank Transfer,
1638,100258.0,2026-01-05,deposit,70.31,Bank Transfer,
1639,100258.0,2026-01-06,deposit,33.86,E-Wallet,
1640,100258.0,2026-01-13,withdrawal,148.58,E-Wallet,
1641,100258.0,2026-01-25,deposit,42.2,Crypto,
1642,100258.0,2026-01-31,deposit,138.3,Card,
1643,100258.0,2026-01-31,withdrawal,60.95,Bank Transfer,
1644,100258.0,2026-02-09,deposit,73.41,Card,
1645,100258.0,2026-02-16,deposit,17.4,Crypto,
1646,100258.0,2026-02-20,deposit,107.1,Crypto,
1647,100258.0,2026-03-08,deposit,41.54,Card,
1648,100258.0,2026-03-10,deposit,83.61,Bank Transfer,
1649,100258.0,2026-03-25,deposit,237.91,E-Wallet,
1650,100258.0,2026-03-27,deposit,25.79,Bank Transfer,
1651,100259.0,2026-01-05,deposit,96.46,Card,
1652,100260.0,2026-01-31,deposit,25.1,Crypto,
1653,100260.0,2026-02-13,withdrawal,24.89,Card,
1654,100260.0,2026-03-05,withdrawal,38.68,Crypto,
1655,100260.0,2026-03-11,deposit,77.37,Card,
1656,100261.0,2026-01-18,deposit,161.94,Card,
1657,100261.0,2026-02-10,deposit,26.56,E-Wallet,
1658,100261.0,2026-02-16,withdrawal,26.49,Crypto,
1659,100261.0,2026-02-20,deposit,33.05,E-Wallet,
1660,100261.0,2026-02-24,deposit,73.95,Crypto,
