session_id,player_id,activity_date,game_type,session_minutes,stake_amount,win_amount
6186,100372,2026-01-21,Poker,64,22.85,23.38
6187,100372,2026-01-26,Live Casino,76,18.35,20.65
6188,100372,2026-03-05,Slots,60,21.05,15.15
6189,100373,2026-01-02,Sportsbook,98,61.3,68.48
6190,100373,2026-01-08,Slots,38,133.3,79.17
6191,100373,2026-01-11,Live Casino,67,94.71,106.8
6192,100373,2026-01-11,Slots,8,69.02,78.89
6193,100373,2026-01-11,Poker,5,29.17,34.35
6194,100373,2026-01-11,Sportsbook,5,24.12,25.04
6195,100373,2026-01-18,Slots,35,116.56,113.98
6196,100373,2026-01-21,Live Casino,3,14.83,16.36
6197,100373,2026-01-25,Slots,10,104.82,99.68
6198,100373,2026-01-25,Slots,45,20.22,22.18
6199,100373,2026-02-01,Table Games,33,17.23,9.59
6200,100373,2026-02-03,Sportsbook,31,130.03,118.39
6201,100373,2026-02-06,Sportsbook,13,139.52,98.5
6202,100373,2026-02-09,Slots,25,187.69,163.05
6203,100373,2026-02-10,Sportsbook,28,27.83,25.69
6204,100373,2026-02-10,Sportsbook,72,42.09,25.5
6205,100373,2026-02-13,Sportsbook,24,186.14,143.51
6206,100373,2026-02-15,Live Casino,15,29.38,33.17
6207,100373,2026-02-15,Live Casino,14,131.8,136.6
6208,100373,2026-02-17,Sportsbook,55,121.44,113.49
6209,100373,2026-02-22,Poker,25,25.91,18.65
6210,100373,2026-02-25,Slots,11,139.24,90.27
6211,100373,2026-02-25,Live Casino,39,127.46,94.88
6212,100373,2026-02-25,Slots,63,94.42,67.55
6213,100373,2026-02-25,Sportsbook,45,129.39,122.98
6214,100373,2026-03-04,Table Games,50,60.08,47.09
6215,100373,2026-03-05,Live Casino,29,2.5,1.67
6216,100373,2026-03-07,Table Games,5,44.36,33.75
6217,100373,2026-03-07,Live Casino,28,24.25,17.24
6218,100373,2026-03-14,Sportsbook,17,57.18,40.15
6219,100373,2026-03-15,Slots,102,321.7,309.03
6220,100373,2026-03-17,Table Games,45,71.68,44.34
6221,100373,2026-03-19,Table Games,90,36.09,24.96
6222,100373,2026-03-19,Slots,10,35.13,22.72
6223,100373,2026-03-19,Sportsbook,62,31.5,25.65
6224,100373,2026-03-19,Sportsbook,41,137.06,89.71
6225,100373,2026-03-22,Live Casino,28,136.17,157.06
6226,100373,2026-03-24,Poker,52,106.59,88.57
6227,100373,2026-03-24,Slots,15,100.32,74.06
6228,100373,2026-03-26,Table Games,34,65.27,39.8
6229,100373,2026-03-30,Slots,26,13.24,7.45
6230,100374,2026-01-08,Sportsbook,40,21.72,16.75
6231,100374,2026-02-15,Slots,7,82.65,91.0
6232,100374,2026-02-15,Slots,60,18.97,10.47
6233,100374,2026-03-01,Slots,42,88.95,82.44
6234,100374,2026-03-08,Sportsbook,7,93.9,61.57
6235,100374,2026-03-08,Slots,57,48.05,51.93
6236,100374,2026-03-08,Slots,9,27.2,23.8
6237,100374,2026-03-08,Live Casino,54,45.65,46.59
6238,100374,2026-03-14,Live Casino,39,13.76,11.83
6239,100374,2026-03-27,Slots,31,49.24,49.82
6240,100375,2026-01-15,Live Casino,47,90.08,104.72
6241,100375,2026-02-04,Table Games,44,102.72,92.27
6242,100375,2026-02-10,Live Casino,14,36.1,37.3
6243,100375,2026-02-18,Slots,50,37.89,42.88
6244,100375,2026-03-14,Poker,7,45.83,26.9
6245,100375,2026-03-17,Poker,72,59.12,66.33
6246,100375,2026-03-26,Sportsbook,77,36.06,30.12
6247,100375,2026-03-28,Sportsbook,27,41.05,44.01
6248,100376,2026-01-02,Table Games,16,55.62,42.26
6249,100376,2026-01-02,Table Games,24,8.88,9.18
6250,100376,2026-01-02,Slots,77,21.08,16.14
6251,100376,2026-01-02,Table Games,39,86.68,93.77
6252,100376,2026-02-18,Slots,69,91.15,100.8
6253,100376,2026-02-21,Poker,23,49.29,50.85
6254,100376,2026-02-21,Slots,34,83.23,46.88
6255,100376,2026-02-28,Live Casino,18,25.81,26.93
6256,100376,2026-03-29,Live Casino,48,52.55,52.18
6257,100377,2026-01-02,Slots,49,45.4,47.17
6258,100377,2026-01-29,Sportsbook,13,51.49,45.45
6259,100377,2026-01-29,Slots,50,73.93,50.09
6260,100377,2026-01-29,Slots,37,139.65,107.74
6261,100377,2026-01-29,Slots,35,34.52,28.38
6262,100377,2026-02-12,Slots,15,22.56,13.23
6263,100377,2026-02-12,Live Casino,54,29.61,28.54
6264,100377,2026-02-12,Live Casino,52,92.86,86.69
6265,100377,2026-03-01,Slots,22,36.27,30.07
6266,100378,2026-01-09,Poker,24,135.82,148.53
6267,100378,2026-01-20,Live Casino,72,113.58,99.47
6268,100378,2026-02-04,Slots,56,64.19,55.72
6269,100378,2026-02-23,Live Casino,16,51.79,45.81
6270,100378,2026-03-20,Table Games,55,8.18,5.81
6271,100379,2026-01-05,Sportsbook,29,54.67,58.05
6272,100379,2026-01-09,Slots,50,32.34,35.27
6273,100379,2026-02-02,Live Casino,8,118.46,122.22
6274,100379,2026-02-11,Slots,36,22.94,20.34
6275,100379,2026-02-12,Sportsbook,22,34.14,36.63
6276,100379,2026-02-12,Slots,26,52.88,44.05
6277,100379,2026-02-12,Slots,32,39.52,38.42
6278,100379,2026-02-12,Slots,95,40.31,24.86
6279,100379,2026-02-15,Live Casino,47,6.48,6.81
6280,100379,2026-02-15,Slots,40,45.99,35.86
6281,100379,2026-02-26,Live Casino,51,29.23,30.87
6282,100379,2026-03-04,Sportsbook,49,24.99,25.3
6283,100379,2026-03-14,Table Games,44,76.4,68.32
6284,100379,2026-03-17,Slots,62,56.24,36.45
6285,100380,2026-01-03,Slots,32,7.82,8.46
6286,100380,2026-01-07,Slots,16,41.49,36.48
6287,100380,2026-01-10,Sportsbook,54,24.82,27.67
6288,100380,2026-01-21,Slots,47,83.34,70.34
6289,100380,2026-02-25,Poker,50,65.64,72.85
6290,100380,2026-03-10,Table Games,54,31.13,31.71
6291,100380,2026-03-18,Sportsbook,34,12.62,11.89
6292,100380,2026-03-21,Live Casino,31,30.97,30.72
6293,100380,2026-03-29,Slots,82,89.38,53.86
6294,100381,2026-01-23,Slots,72,14.48,15.02
6295,100381,2026-02-05,Sportsbook,41,46.0,32.95
6296,100381,2026-02-07,Slots,47,19.0,21.61
6297,100381,2026-02-07,Sportsbook,45,44.53,25.55
6298,100381,2026-02-07,Slots,52,47.37,32.99
6299,100381,2026-02-07,Sportsbook,68,34.3,22.0
6300,100381,2026-02-08,Slots,102,18.38,13.9
6301,100382,2026-01-01,Live Casino,74,30.09,23.42
6302,100382,2026-01-04,Poker,30,104.98,91.09
6303,100382,2026-01-04,Table Games,5,44.72,29.29
6304,100382,2026-01-04,Slots,50,67.56,47.15
6305,100382,2026-01-06,Table Games,26,58.48,61.33
6306,100382,2026-01-07,Live Casino,58,283.44,314.19
6307,100382,2026-01-08,Slots,23,124.24,124.72
6308,100382,2026-01-08,Live Casino,46,87.22,97.01
6309,100382,2026-01-08,Table Games,39,58.3,38.94
6310,100382,2026-01-09,Slots,16,157.08,160.53
6311,100382,2026-01-12,Live Casino,71,229.36,199.35
6312,100382,2026-01-13,Sportsbook,50,37.4,23.7
6313,100382,2026-01-16,Slots,61,43.91,35.46
6314,100382,2026-01-16,Slots,87,98.48,106.91
6315,100382,2026-01-16,Slots,15,63.78,68.66
6316,100382,2026-01-16,Sportsbook,24,85.43,70.87
6317,100382,2026-01-17,Live Casino,51,170.58,139.11
6318,100382,2026-01-18,Live Casino,18,125.75,69.79
6319,100382,2026-01-18,Live Casino,31,96.54,83.86
6320,100382,2026-01-18,Slots,81,27.69,18.3
6321,100382,2026-01-18,Sportsbook,13,209.33,195.81
6322,100382,2026-01-20,Sportsbook,24,51.65,49.4
6323,100382,2026-01-21,Sportsbook,24,13.02,9.85
6324,100382,2026-01-22,Sportsbook,32,89.1,60.54
6325,100382,2026-01-24,Sportsbook,27,61.77,56.86
6326,100382,2026-01-25,Sportsbook,33,32.42,31.67
6327,100382,2026-01-26,Slots,38,12.27,8.31
6328,100382,2026-02-01,Table Games,25,90.58,61.21
6329,100382,2026-02-03,Slots,44,74.52,87.93
6330,100382,2026-02-04,Live Casino,12,96.07,100.95
6331,100382,2026-02-07,Live Casino,51,41.14,32.39
6332,100382,2026-02-09,Table Games,14,72.02,70.77
6333,100382,2026-02-09,Table Games,50,98.46,88.09
6334,100382,2026-02-09,Slots,34,42.84,49.64
6335,100382,2026-02-10,Slots,51,121.26,73.7
6336,100382,2026-02-10,Sportsbook,33,89.5,100.76
6337,100382,2026-02-12,Slots,82,26.33,25.26
6338,100382,2026-02-12,Slots,31,48.65,35.09
6339,100382,2026-02-12,Slots,97,65.54,43.22
6340,100382,2026-02-12,Table Games,34,80.7,65.57
6341,100382,2026-02-13,Slots,64,11.33,11.12
6342,100382,2026-02-13,Slots,30,128.78,127.5
6343,100382,2026-02-13,Table Games,25,245.23,185.78
6344,100382,2026-02-13,Live Casino,39,17.14,15.42
6345,100382,2026-02-14,Slots,23,63.33,45.98
6346,100382,2026-02-16,Sportsbook,35,70.7,81.85
6347,100382,2026-02-16,Table Games,34,86.1,50.46
6348,100382,2026-02-17,Slots,30,47.39,48.49
6349,100382,2026-02-19,Poker,36,208.07,185.81
6350,100383,2026-01-02,Slots,17,618.92,686.53
6351,100383,2026-01-02,Live Casino,24,331.91,263.58
6352,100383,2026-01-02,Slots,58,385.22,332.08
6353,100383,2026-01-02,Table Games,37,59.57,59.52
6354,100383,2026-01-03,Slots,33,178.87,137.91
6355,100383,2026-01-04,Live Casino,33,123.82,73.42
6356,100383,2026-01-05,Table Games,26,265.33,295.43
6357,100383,2026-01-06,Slots,57,244.13,153.59
6358,100383,2026-01-09,Slots,33,538.73,565.4
6359,100383,2026-01-10,Sportsbook,31,473.37,463.23
6360,100383,2026-01-11,Poker,17,65.08,62.9
6361,100383,2026-01-12,Slots,29,243.74,224.35
6362,100383,2026-01-13,Slots,22,293.59,287.55
6363,100383,2026-01-14,Slots,13,95.84,76.34
6364,100383,2026-01-15,Live Casino,18,505.82,393.16
6365,100383,2026-01-15,Live Casino,21,244.36,248.76
6366,100383,2026-01-15,Slots,18,597.09,336.39
6367,100383,2026-01-17,Live Casino,83,158.82,147.79
6368,100383,2026-01-22,Sportsbook,21,73.06,84.78
6369,100383,2026-01-24,Slots,30,31.68,30.07
6370,100383,2026-01-26,Table Games,22,104.93,99.85
6371,100383,2026-01-28,Slots,83,684.14,525.31
6372,100383,2026-01-29,Sportsbook,13,330.31,344.94
6373,100383,2026-02-03,Sportsbook,8,311.34,333.72
6374,100383,2026-02-03,Slots,21,286.54,293.36
6375,100383,2026-02-04,Live Casino,205,344.82,316.09
6376,100383,2026-02-10,Live Casino,104,782.78,605.66
6377,100383,2026-02-10,Sportsbook,5,498.83,582.36
6378,100383,2026-02-10,Sportsbook,43,311.2,254.43
6379,100383,2026-02-11,Table Games,22,201.77,122.78
6380,100383,2026-02-12,Slots,34,98.56,94.26
6381,100383,2026-02-12,Sportsbook,31,261.77,176.64
6382,100383,2026-02-12,Sportsbook,16,190.68,125.71
6383,100383,2026-02-14,Table Games,33,203.81,124.07
6384,100383,2026-02-18,Slots,15,133.9,79.49
6385,100383,2026-02-18,Sportsbook,42,410.56,316.59
6386,100383,2026-02-18,Table Games,22,513.81,481.2
6387,100383,2026-02-20,Slots,41,232.15,268.03
6388,100383,2026-02-20,Slots,44,73.99,71.51
6389,100383,2026-02-23,Slots,35,104.05,104.48
6390,100383,2026-02-25,Table Games,52,326.95,258.59
6391,100383,2026-02-28,Slots,56,279.04,305.88
6392,100383,2026-03-06,Poker,40,127.77,115.73
6393,100383,2026-03-09,Slots,56,339.52,188.51
6394,100383,2026-03-10,Sportsbook,30,378.5,369.41
6395,100383,2026-03-12,Live Casino,64,600.31,618.06
6396,100383,2026-03-13,Slots,18,381.44,336.94
6397,100383,2026-03-13,Slots,20,362.74,375.78
6398,100383,2026-03-13,Slots,19,154.6,127.21
6399,100383,2026-03-13,Live Casino,11,118.26,106.92
6400,100383,2026-03-14,Poker,11,230.75,147.6
6401,100383,2026-03-15,Slots,47,38.06,32.67
6402,100383,2026-03-16,Table Games,68,277.66,206.33
6403,100383,2026-03-18,Sportsbook,60,444.27,276.91
6404,100383,2026-03-19,Slots,38,63.4,39.52
6405,100383,2026-03-22,Poker,92,134.23,125.27
6406,100383,2026-03-24,Table Games,12,176.19,122.06
6407,100383,2026-03-26,Sportsbook,52,316.05,211.79
6408,100383,2026-03-26,Slots,42,320.28,242.02
6409,100383,2026-03-26,Live Casino,27,350.89,399.99
6410,100383,2026-03-30,Slots,87,635.75,442.06
6411,100383,2026-03-31,Live Casino,9,206.97,197.41
6412,100384,2026-01-01,Slots,28,29.7,30.36
6413,100384,2026-01-03,Live Casino,36,41.31,46.06
6414,100384,2026-01-03,Slots,30,114.58,120.13
6415,100384,2026-01-03,Poker,33,93.23,70.28
6416,100384,2026-01-05,Slots,30,61.95,41.65
6417,100384,2026-01-07,Live Casino,14,85.9,69.02
6418,100384,2026-01-09,Sportsbook,25,40.44,29.08
6419,100384,2026-01-09,Table Games,19,38.53,32.69
6420,100384,2026-01-09,Table Games,27,185.67,103.26
6421,100384,2026-01-09,Slots,59,57.21,63.8
6422,100384,2026-01-10,Slots,41,31.44,36.07
6423,100384,2026-01-11,Sportsbook,24,41.4,28.12
6424,100384,2026-01-12,Poker,25,96.06,101.76
6425,100384,2026-01-14,Sportsbook,20,230.85,154.6
6426,100384,2026-01-16,Slots,35,140.83,78.07
6427,100384,2026-01-17,Sportsbook,45,214.53,149.06
6428,100384,2026-01-17,Slots,29,11.44,8.13
6429,100384,2026-01-17,Slots,20,98.3,88.43
6430,100384,2026-01-17,Table Games,69,145.3,91.95
6431,100384,2026-01-18,Live Casino,21,95.02,56.76
6432,100384,2026-01-22,Live Casino,45,197.4,139.55
6433,100384,2026-01-28,Sportsbook,48,115.41,80.82
6434,100384,2026-01-29,Sportsbook,28,145.78,81.4
6435,100384,2026-01-30,Sportsbook,16,69.04,68.03
6436,100384,2026-01-31,Slots,41,51.21,31.01
6437,100384,2026-02-03,Slots,75,214.94,204.03
6438,100384,2026-02-04,Sportsbook,96,150.35,176.99
6439,100384,2026-02-05,Slots,26,260.38,249.22
6440,100384,2026-02-07,Slots,24,21.71,23.25
6441,100384,2026-02-08,Live Casino,23,8.88,5.82
6442,100384,2026-02-08,Live Casino,127,134.82,103.09
6443,100384,2026-02-10,Slots,47,157.66,91.88
6444,100384,2026-02-11,Sportsbook,70,56.29,48.38
6445,100384,2026-02-12,Table Games,29,65.34,35.97
6446,100384,2026-02-12,Sportsbook,62,118.49,67.94
6447,100384,2026-02-12,Slots,106,107.31,79.81
6448,100384,2026-02-12,Slots,11,56.04,65.25
6449,100384,2026-02-13,Slots,8,38.27,31.95
6450,100384,2026-02-15,Live Casino,19,168.43,161.62
6451,100384,2026-02-18,Live Casino,38,172.68,100.33
6452,100384,2026-02-19,Sportsbook,43,191.75,183.31
6453,100385,2026-01-10,Table Games,55,54.71,64.19
6454,100385,2026-01-11,Sportsbook,21,260.93,282.78
6455,100385,2026-01-18,Live Casino,81,6.62,6.22
6456,100385,2026-01-19,Poker,12,150.08,92.79
6457,100385,2026-01-20,Live Casino,32,219.96,161.4
6458,100385,2026-01-25,Live Casino,36,87.25,59.74
6459,100385,2026-01-29,Slots,21,62.09,54.19
6460,100385,2026-01-29,Slots,17,99.81,103.73
6461,100385,2026-01-29,Slots,39,162.42,178.01
6462,100385,2026-01-29,Slots,57,97.96,95.75
6463,100385,2026-01-30,Sportsbook,67,39.4,36.27
6464,100385,2026-02-01,Live Casino,15,55.62,43.37
6465,100385,2026-02-01,Sportsbook,42,160.14,95.27
6466,100385,2026-02-01,Live Casino,97,24.52,13.53
6467,100385,2026-02-04,Slots,44,119.17,119.38
6468,100385,2026-02-04,Sportsbook,4,93.91,52.04
6469,100385,2026-02-04,Slots,34,49.0,54.07
6470,100385,2026-02-05,Slots,32,24.82,19.57
6471,100385,2026-02-06,Live Casino,33,113.28,95.35
6472,100385,2026-02-13,Live Casino,119,49.37,54.49
6473,100385,2026-02-15,Table Games,15,154.87,120.49
6474,100385,2026-02-16,Slots,19,342.61,278.64
6475,100385,2026-02-17,Slots,65,53.68,50.09
6476,100385,2026-02-22,Slots,63,77.33,80.6
6477,100385,2026-02-23,Sportsbook,15,41.21,37.1
6478,100385,2026-02-26,Slots,19,16.97,12.6
6479,100385,2026-02-27,Slots,39,33.19,30.04
6480,100385,2026-03-02,Slots,32,227.32,253.03
6481,100385,2026-03-03,Slots,41,63.79,72.84
6482,100385,2026-03-05,Sportsbook,29,54.42,58.43
6483,100385,2026-03-05,Slots,31,20.63,15.8
6484,100385,2026-03-05,Slots,33,72.82,83.11
6485,100385,2026-03-05,Slots,135,194.1,212.35
6486,100385,2026-03-06,Table Games,35,92.49,96.75
6487,100385,2026-03-07,Table Games,66,85.32,73.09
6488,100385,2026-03-09,Table Games,23,15.73,18.08
6489,100385,2026-03-14,Slots,11,78.79,66.75
6490,100385,2026-03-18,Slots,129,57.97,53.98
6491,100385,2026-03-20,Live Casino,36,206.62,203.17
6492,100385,2026-03-21,Slots,13,25.65,23.61
6493,100385,2026-03-22,Slots,59,83.03,59.76
6494,100385,2026-03-25,Slots,25,138.99,77.16
6495,100385,2026-03-25,Slots,24,66.54,77.97
6496,100385,2026-03-25,Table Games,39,71.78,73.21
6497,100385,2026-03-26,Sportsbook,36,83.31,70.3
6498,100385,2026-03-27,Sportsbook,32,146.7,94.6
6499,100386,2026-01-08,Table Games,55,73.08,51.51
6500,100386,2026-01-08,Sportsbook,14,45.74,32.05
6501,100386,2026-01-08,Table Games,26,48.93,27.87
6502,100386,2026-01-08,Live Casino,16,30.64,30.16
6503,100386,2026-01-21,Sportsbook,17,8.09,6.97
6504,100386,2026-02-05,Sportsbook,30,9.48,6.36
6505,100386,2026-02-10,Sportsbook,12,68.65,45.25
6506,100386,2026-02-28,Live Casino,8,22.08,26.01
6507,100386,2026-03-02,Slots,23,33.83,27.01
6508,100386,2026-03-12,Sportsbook,55,6.85,6.01
6509,100386,2026-03-25,Live Casino,47,77.74,68.59
6510,100387,2026-01-02,Slots,34,94.12,62.24
6511,100387,2026-01-04,Sportsbook,91,182.74,206.1
6512,100387,2026-01-07,Slots,8,33.58,25.26
6513,100387,2026-01-09,Slots,12,369.28,221.63
6514,100387,2026-01-11,Slots,93,705.42,784.55
6515,100387,2026-01-16,Slots,10,244.97,206.06
6516,100387,2026-01-17,Table Games,22,251.09,253.3
6517,100387,2026-01-18,Live Casino,17,50.06,37.9
6518,100387,2026-01-19,Live Casino,66,112.81,80.27
6519,100387,2026-01-20,Slots,121,278.94,184.21
6520,100387,2026-01-22,Sportsbook,18,210.18,152.86
6521,100387,2026-01-25,Slots,37,504.78,490.18
6522,100387,2026-01-25,Poker,29,161.27,190.22
6523,100387,2026-01-25,Slots,24,196.79,209.68
6524,100387,2026-01-26,Table Games,16,453.97,379.8
6525,100387,2026-01-27,Live Casino,8,203.82,134.3
6526,100387,2026-01-29,Slots,47,205.66,140.59
6527,100387,2026-01-30,Slots,32,611.26,651.39
6528,100387,2026-01-31,Slots,20,128.34,126.67
6529,100387,2026-02-02,Slots,42,99.21,99.05
6530,100387,2026-02-02,Table Games,74,124.32,129.04
6531,100387,2026-02-02,Live Casino,44,66.48,52.24
6532,100387,2026-02-02,Sportsbook,61,198.28,203.77
6533,100387,2026-02-04,Sportsbook,6,83.5,49.05
6534,100387,2026-02-05,Slots,11,142.96,149.09
6535,100387,2026-02-06,Slots,32,645.88,449.65
6536,100387,2026-02-08,Slots,43,31.13,34.62
6537,100387,2026-02-10,Sportsbook,91,119.9,110.09
6538,100387,2026-02-11,Slots,12,144.02,101.25
6539,100387,2026-02-11,Sportsbook,69,358.23,205.59
6540,100387,2026-02-11,Slots,41,40.19,26.82
6541,100387,2026-02-16,Sportsbook,34,254.86,254.01
6542,100387,2026-02-16,Slots,13,166.57,107.11
6543,100387,2026-02-16,Table Games,54,238.05,240.9
6544,100387,2026-02-16,Sportsbook,18,501.02,463.15
6545,100387,2026-02-19,Live Casino,42,134.34,80.61
6546,100387,2026-02-20,Table Games,33,559.93,373.86
6547,100387,2026-02-21,Sportsbook,11,241.3,264.83
6548,100387,2026-02-22,Sportsbook,28,355.39,321.04
6549,100387,2026-02-23,Slots,4,188.51,165.75
6550,100387,2026-02-25,Sportsbook,28,115.94,85.12
6551,100387,2026-02-27,Slots,39,362.46,247.12
6552,100387,2026-02-28,Slots,47,197.04,210.48
6553,100387,2026-03-04,Slots,14,322.07,376.29
6554,100387,2026-03-08,Sportsbook,68,225.63,153.68
6555,100387,2026-03-08,Slots,76,263.48,227.06
6556,100387,2026-03-08,Slots,26,213.09,221.78
6557,100387,2026-03-10,Sportsbook,24,216.5,204.21
6558,100387,2026-03-13,Live Casino,21,458.75,304.28
6559,100387,2026-03-14,Slots,24,111.89,126.94
6560,100387,2026-03-16,Slots,119,82.11,70.17
6561,100387,2026-03-19,Slots,5,134.04,109.21
6562,100387,2026-03-20,Live Casino,54,129.27,71.52
6563,100387,2026-03-20,Sportsbook,33,321.83,209.11
6564,100387,2026-03-21,Live Casino,12,450.49,496.47
6565,100387,2026-03-22,Slots,9,498.32,367.24
6566,100387,2026-03-23,Live Casino,21,286.49,211.84
6567,100387,2026-03-24,Live Casino,27,55.89,58.58
6568,100387,2026-03-28,Table Games,29,298.09,280.12
6569,100387,2026-03-31,Slots,27,206.11,146.76
6570,100388,2026-01-04,Table Games,2,57.99,46.17
6571,100388,2026-01-07,Slots,40,72.25,68.4
6572,100388,2026-01-30,Poker,17,29.38,20.32
6573,100388,2026-01-30,Slots,24,131.06,120.72
6574,100388,2026-01-30,Sportsbook,88,36.31,33.77
6575,100388,2026-01-30,Slots,66,22.84,23.51
6576,100388,2026-02-11,Slots,31,82.74,94.59
6577,100388,2026-02-17,Slots,23,33.13,22.76
6578,100389,2026-01-01,Sportsbook,8,47.9,31.63
6579,100389,2026-01-04,Table Games,74,513.05,299.29
6580,100389,2026-01-05,Slots,10,653.86,364.99
6581,100389,2026-01-05,Sportsbook,24,381.78,235.79
6582,100389,2026-01-05,Live Casino,16,32.03,22.29
6583,100389,2026-01-05,Live Casino,25,548.65,468.95
6584,100389,2026-01-06,Slots,24,106.24,125.32
6585,100389,2026-01-06,Slots,20,387.72,294.79
6586,100389,2026-01-06,Table Games,37,201.48,120.04
6587,100389,2026-01-06,Poker,15,364.44,263.37
6588,100389,2026-01-07,Sportsbook,117,95.19,102.73
6589,100389,2026-01-10,Slots,30,175.38,134.34
6590,100389,2026-01-11,Slots,65,297.12,297.72
6591,100389,2026-01-12,Slots,71,309.0,345.25
6592,100389,2026-01-13,Sportsbook,83,997.6,567.62
6593,100389,2026-01-18,Slots,84,106.99,88.5
6594,100389,2026-01-20,Table Games,15,270.48,272.89
6595,100389,2026-01-22,Slots,7,26.25,22.56
6596,100389,2026-01-23,Slots,44,399.41,306.38
6597,100389,2026-01-26,Sportsbook,68,484.13,294.22
6598,100389,2026-01-27,Sportsbook,29,429.4,384.3
6599,100389,2026-01-27,Table Games,3,127.47,123.24
6600,100389,2026-01-28,Live Casino,55,302.0,345.26
6601,100389,2026-01-31,Sportsbook,34,77.06,62.16
6602,100389,2026-02-02,Slots,9,361.02,407.62
6603,100389,2026-02-03,Slots,35,740.45,451.14
6604,100389,2026-02-07,Slots,16,219.14,205.74
6605,100389,2026-02-10,Live Casino,29,517.1,382.73
6606,100389,2026-02-13,Slots,85,71.79,44.2
6607,100389,2026-02-14,Live Casino,11,312.54,275.51
6608,100389,2026-02-20,Sportsbook,13,269.74,205.73
6609,100389,2026-02-22,Sportsbook,49,366.26,252.89
6610,100389,2026-02-23,Slots,20,228.26,267.52
6611,100389,2026-02-24,Sportsbook,37,215.46,201.42
6612,100389,2026-02-25,Sportsbook,11,83.7,71.17
6613,100389,2026-02-27,Table Games,38,348.74,249.05
6614,100389,2026-03-01,Sportsbook,8,305.83,323.42
6615,100389,2026-03-07,Sportsbook,12,429.59,320.83
6616,100389,2026-03-07,Slots,13,378.77,236.71
6617,100389,2026-03-07,Sportsbook,47,92.38,67.46
6618,100389,2026-03-11,Sportsbook,43,217.14,249.86
6619,100389,2026-03-13,Slots,83,194.38,151.56
6620,100389,2026-03-16,Table Games,28,189.68,135.64
6621,100389,2026-03-20,Slots,20,177.87,122.75
6622,100389,2026-03-23,Poker,53,538.03,375.67
6623,100389,2026-03-24,Poker,111,71.55,43.82
6624,100389,2026-03-24,Slots,7,158.45,178.43
6625,100389,2026-03-24,Slots,2,409.9,380.79
6626,100389,2026-03-24,Table Games,44,132.82,152.02
6627,100389,2026-03-25,Table Games,37,564.29,367.23
6628,100389,2026-03-25,Sportsbook,50,226.5,233.57
6629,100389,2026-03-25,Live Casino,46,126.53,95.26
6630,100389,2026-03-25,Live Casino,14,245.87,216.5
6631,100389,2026-03-27,Live Casino,37,196.73,159.52
6632,100389,2026-03-28,Table Games,43,601.1,376.1
6633,100389,2026-03-29,Sportsbook,77,499.83,336.35
6634,100389,2026-03-31,Sportsbook,17,154.74,100.73
6635,100390,2026-01-01,Slots,9,75.7,82.12
6636,100390,2026-01-02,Slots,70,178.6,124.97
6637,100390,2026-01-08,Slots,33,217.71,207.08
6638,100390,2026-01-09,Slots,14,144.16,84.1
6639,100390,2026-01-10,Live Casino,16,124.59,95.87
6640,100390,2026-01-11,Live Casino,9,168.34,147.27
6641,100390,2026-01-15,Slots,51,660.49,594.24
6642,100390,2026-01-17,Slots,30,937.94,871.27
6643,100390,2026-01-22,Live Casino,17,160.72,131.79
6644,100390,2026-01-22,Table Games,7,327.31,275.74
6645,100390,2026-01-22,Live Casino,2,302.12,218.48
6646,100390,2026-01-22,Sportsbook,18,532.39,614.26
6647,100390,2026-01-25,Slots,29,351.13,356.52
6648,100390,2026-01-27,Live Casino,58,500.07,562.14
6649,100390,2026-01-30,Live Casino,20,367.84,431.1
6650,100390,2026-01-30,Table Games,21,186.09,196.39
6651,100390,2026-01-30,Slots,10,146.34,141.74
6652,100390,2026-02-04,Sportsbook,68,606.71,600.29
6653,100390,2026-02-09,Live Casino,19,290.87,269.89
6654,100390,2026-02-12,Slots,56,131.45,143.28
6655,100390,2026-02-14,Sportsbook,16,210.23,120.55
6656,100390,2026-02-16,Table Games,24,480.38,357.5
6657,100390,2026-02-18,Slots,35,312.38,203.17
6658,100390,2026-02-18,Slots,42,379.77,437.85
6659,100390,2026-02-18,Slots,22,249.5,221.57
6660,100390,2026-02-18,Live Casino,94,52.17,51.4
6661,100390,2026-02-20,Sportsbook,10,453.13,393.35
6662,100390,2026-02-23,Live Casino,8,338.54,189.48
6663,100390,2026-02-24,Slots,15,366.39,380.91
6664,100390,2026-02-27,Live Casino,34,175.14,149.31
6665,100390,2026-02-28,Sportsbook,61,158.96,119.85
6666,100390,2026-03-01,Table Games,17,97.59,113.17
6667,100390,2026-03-09,Slots,5,196.82,136.05
6668,100390,2026-03-09,Sportsbook,9,178.79,193.91
6669,100390,2026-03-09,Sportsbook,49,172.39,162.88
6670,100390,2026-03-09,Live Casino,76,395.22,294.9
6671,100390,2026-03-11,Table Games,22,185.21,207.98
6672,100390,2026-03-13,Slots,47,538.81,363.5
6673,100390,2026-03-15,Sportsbook,22,452.72,328.68
6674,100390,2026-03-17,Sportsbook,19,33.26,31.2
6675,100390,2026-03-21,Slots,42,144.72,80.13
6676,100390,2026-03-22,Live Casino,23,434.5,342.73
6677,100390,2026-03-25,Table Games,16,307.89,199.45
6678,100390,2026-03-25,Sportsbook,26,585.86,415.56
6679,100390,2026-03-25,Table Games,59,222.49,220.1
6680,100390,2026-03-25,Sportsbook,26,251.76,200.48
